category,total_volume,market_count
KXMAXTPSAVAX,2366.0,3
HOUSENM2,2363.0,2
KXJAN6CASES,2362.0,1
KXPAIDSUBAPPLEINTEL,2362.0,1
KXOVERSIGHTRM,2355.0,9
KXDOTMINY,2344.0,5
KXVOTEPERCENTAUTO,2339.0,7
KXBLANCHEMAXWELL,2337.0,1
KXCEOUSSTEEL,2333.0,1
KXSENATENHD,2328.0,4
KXFDVMET,2327.0,11
KXNFLEXACTWINSNE,2321.0,18
KXPOPCHANGENYC,2317.0,8
KXACQUIREPUMPFUN,2315.0,1
KXMWREVELATION,2304.0,21
HOUSEMN2,2301.0,2
KXBETVDOTY,2301.0,10
KXSENATEILR,2289.0,5
KXNJ11SD,2273.0,12
KXSPOTIFYSONGSBANNEDFROMNO,2273.0,6
KXEPLTOP6,2273.0,20
KXCASEWINSHOHEI,2266.0,1
HOUSEWI1,2266.0,2
KXSPOTIFYSONGSJUMP,2264.0,19
KXMAINNETFIRSTMONADMEGAETH,2263.0,1
KXBOYCOTTWC,2259.0,1
KXNBATOP5ROTY,2250.0,1
KXACQUIRERIVIAN,2247.0,1
KXGUINEAREF,2245.0,1
KXANTITRUSTOAIMSFT,2244.0,1
KXGOVMNNOMR,2243.0,6
KXSPOTIYSONGS2MAZZA,2243.0,12
KXEPLRELEGATION,2241.0,20
KXPROFILECHANGESWIFT,2234.0,5
PPUNISH,2228.0,1
KXSPOTIFYSONGRELEASELDR,2224.0,1
KXNFLEXACTWINSDEN,2224.0,18
KXTRUMPAGCOUNT,2222.0,5
GOVPARTYRI,2221.0,2
KXARTISTCOLLABDRAKEMINAJ,2216.0,1
FEMALECEO,2213.0,3
KXTOPALBUMBYMARIAHCAREY,2204.0,1
KXNFLEXACTWINSSF,2199.0,18
KXHOUSETX35,2196.0,2
CHINALLM,2194.0,1
KXTOURDRAKE,2175.0,1
KXLOVEISLANDAUS,2153.0,17
KXUNDOTARIFF,2151.0,1
KXSTOCKX4BLACKCAT,2149.0,4
KXBOUNTY2025S2,2144.0,32
KXMEAD,2139.0,4
KXACQANNOUNCECHROME,2133.0,1
KXTOPALBUMBLAKESHELTON,2123.0,1
KXMA6D,2120.0,3
KXMCTALESOFTHESHIRELORDOFTHERINGS,2117.0,6
KXBIDENAMBIEN,2115.0,1
MSFTCEO,2114.0,3
KXPUBLICSWIFTLIVELY,2114.0,1
KXNHLROSS,2111.0,26
KXGOVTNNOMR,2111.0,4
AMCCEOCHANGE,2103.0,1
KXACQUIREMISTRALAI,2102.0,1
KXTURKEYTERMLIMITS,2100.0,1
KXWTIMIN,2099.0,4
KXHEGSETHVISITCA,2097.0,1
KXGRAMNAAOCA,2095.0,6
KXNFLEXACTWINSCIN,2094.0,18
KXMEEKMILLAI,2083.0,1
KXFIFAUSPULL,2081.0,1
KXFESTIVALEVENTRNCMIDTERMS,2079.0,1
KXEOTRUMPTERM,2078.0,12
KXTEFILLIN,2075.0,1
KXSTATEMENTCOUNTPOPESS,2075.0,1
KXSPOTIFYSONGSBOYCRAZY,2074.0,13
BAFTADIR,2071.0,6
KXDEELRIP,2069.0,2
KXVOTEPERCENTSPD,2067.0,8
SENATEWV,2067.0,2
KXNFLEXACTWINSNYG,2054.0,18
KXGRAMBROA,2042.0,6
KXMWNOTHINLEFT,2034.0,20
KXOAIANTH,2032.0,2
KXMASSIEDISCHARGE,2029.0,3
KXMCTHEALTERS,2026.0,6
KXMWLOVESOMEBODY,2017.0,14
KXAMAFCDOG,2010.0,6
KXVENICEFILMFESTIVALSILVERLION,2008.0,22
KXCEOGS,2005.0,1
KXNFLEXACTWINSLAC,2003.0,18
HOUSEOH1,2000.0,2
KXSENATERIR,1997.0,2
KXACMASOTY,1994.0,6
TSUNAMI,1992.0,1
KXSERGIOCONF,1987.0,1
KXARTISTCOLLABDRAKEPLAYBOICARTI,1982.0,1
KXAMERICAPARTY2028,1972.0,1
KXMCDEATHSTRANDINGTWO,1969.0,6
KXDJTMETA,1961.0,1
HOUSECA49,1961.0,2
KX1SONGYEAT,1957.0,1
KXNFLEXACTWINSMIA,1952.0,18
KXGRAMMYNOMCOUNTKL,1938.0,4
TOPALBUMBYARI,1937.0,1
KXGRAMMYNOMCOUNTLG,1935.0,4
KXSPORTSIGNLBJ,1929.0,30
KXSPOTIFYSONGSTYLABLISS,1927.0,14
HOUSENV4,1923.0,2
KXACTORSONNYCROCKETT,1922.0,10
KXSPINOFFSEV,1921.0,1
KXBETDBJBGIA,1919.0,9
KXFOLLOWERCOUNTISHOWSPEED,1913.0,5
KXBUYBTC,1913.0,1
BAFTAOSPLAY,1911.0,5
KXSNAPELECTIONES,1910.0,1
KXNFLEXACTWINSIND,1910.0,18
LANAREY,1906.0,1
GOVPARTYKS,1897.0,2
KXLEAVEMEENVOY,1892.0,1
KXACMANDGOTY,1892.0,4
KXGRAMBAMA,1892.0,6
KXAMCCEOCHANGE,1891.0,1
KXCOMMISHFDA,1890.0,5
KXLOCATIONOPENTESLADRIVEIN,1885.0,6
KXGOVRINOMD,1881.0,2
KXUNSEC,1876.0,5
KXIMALITTLECRAZY,1872.0,16
KXSTUDIOGHIBLI,1872.0,1
KXMINAJCOUNTSZA,1872.0,10
KXMWLANIGHT,1856.0,20
KXUCLTOP8,1849.0,36
KXGERMANPARTYSEATSGC,1848.0,1
KXDCMAYORD,1835.0,12
KXBLOCKITOUTSOURCING,1834.0,1
KXMAYORCLEV,1820.0,2
KXNEWALBUMSKY,1818.0,1
KXDJTCANG7,1818.0,46
KXEDMONTONGATEWAY,1816.0,6
KXMCHELLISUS,1815.0,10
KXAMENDVIOLATENYS2,1811.0,1
KXDIROSTP,1805.0,5
KXREPORTTOPICEARHART,1804.0,1
KX1SONGKANYE,1803.0,1
KXNEXTYACCARINO,1802.0,4
KXSERIEABTTS,1799.0,15
KXMWJACKANDJILL,1798.0,20
KXSUPERLIG,1798.0,18
KXPORTUGALSECOND,1790.0,8
KXFOREVER,1789.0,10
KXTOPALBUMKESHA,1789.0,1
KXCUMBERLAND,1787.0,6
KXSCOTUSCERT3RD,1784.0,1
KXCURFEWVIOLATELA,1783.0,6
AXONFTC,1778.0,1
KXNYCCOUNCIL38,1778.0,2
KXESVI,1776.0,2
KXACUIREANTHROPIC,1768.0,1
KXKMTLEADER,1761.0,6
KXSENATEALD,1760.0,4
KXHOUSEMO5,1756.0,2
KXDATACENTER,1746.0,1
KXPUBG,1742.0,33
KXSHAKETRUMPNETANYAHU,1742.0,8
KXKARPMENTION,1740.0,12
KXNY15D,1739.0,2
KXISTANBULMAYOR,1737.0,1
HURNOR,1734.0,10
KXUSDCUSDTRATIO,1732.0,1
KXUSFUNDHEAD,1715.0,2
KXNFLEXACTWINSJAC,1713.0,18
KXAMAFFLA,1711.0,6
RETAIL,1710.0,5
KXVENICEFILMFESTIVALACTRESS,1708.0,48
KXNYCCOUNCIL14,1706.0,3
KXCA22PRIMARY,1705.0,4
MONTERO,1704.0,1
HOUSECA9,1704.0,2
KXGOVSDNOMR,1699.0,4
AAAGASD,1698.0,25
HOUSECA47,1697.0,2
KXAMAFMPA,1697.0,6
KXAMAFHHA,1696.0,6
KXGTATRAILER,1692.0,1
KXARRESTKWEON,1687.0,1
KXKILDONAN,1676.0,6
KXNEWALBUMDAVEMATTHEWS,1674.0,1
RTSYMPATH,1670.0,4
KXTVSEASONRELEASETHELASTOFUS,1667.0,7
KXAMAFDEA,1667.0,6
KXJOINSANE,1662.0,10
KXFINKMENTION,1652.0,12
KXAMAFMRNBA,1644.0,6
KXAAAGASMINFL,1638.0,2
KXLATINGRAMMYBNA,1637.0,11
KXJOINMESSI,1632.0,1
KXNYCTAXMILLIONS,1631.0,1
KXUKUSVISAS,1629.0,1
KXNEXTTONGAPM,1620.0,3
KXBETYSA,1613.0,9
KXSPOTIFYSONGSHOLYBLIDFOLD,1610.0,11
MCWARWITHIN,1608.0,5
KXMWWHISKEYINREVERSE,1595.0,20
KXSPAINPARLI,1591.0,4
KXELEANORRUN,1590.0,1
KXAMAFMLA,1590.0,6
HOUSEMT1,1589.0,2
KXGRAMBCSFVM,1576.0,6
KXSHIBAMINY,1572.0,2
KXGRAMMYNOMCOUNTSC,1572.0,4
KXMCSILENTHILLF,1571.0,10
KXMUSKEMAIL,1569.0,1
KXUSAKIM,1561.0,1
KXWALLSPEND,1559.0,3
SENATEKS,1558.0,4
KXSENATESCD,1550.0,3
KXRENAMEGUARDIANS,1547.0,1
KXINJH,1547.0,1
KXSENATEMSD,1541.0,2
KXGRAMBCOMA,1538.0,6
KXREGINAWASCANA,1536.0,6
KXRETURNREREQ,1536.0,7
HOUSENJ7,1535.0,2
KXZYWOOMVPBP,1535.0,1
KXSPOTIFYSONGSALM,1532.0,10
KXSNAPELECTIONJPN,1529.0,2
KXNHLNORRIS,1528.0,30
KXREVOKECITIZENSHIP,1527.0,7
KXNEWVIDEOBADBUNNY,1519.0,1
KXCOSTARICAPRES,1517.0,8
KXPCOIE,1513.0,1
KXNEXTISRAELPM,1509.0,12
KXLICENSE777X,1507.0,1
KXMEDIANRENTHOU,1504.0,5
KXMAYORCIN,1502.0,2
KXVOTEPERCENTNOKRF,1500.0,1
KXRAINSEAM,1496.0,4
KXOPENDOORCEO,1494.0,5
KXSPOTIFYSONGSDEALER,1492.0,11
KXCATHOLICWISCNOSIN,1487.0,1
KXMOSTSTREAMEDSONGTHACARTERVI,1486.0,19
KXCRIMESEN,1485.0,1
KXLEASTSTREAMEDHH,1485.0,17
KXTPUSAHEADLINER,1484.0,19
KXDEEPSEEKGOVTDEVICES,1483.0,1
KXSPOTIFYSONGSSOMEBODY,1481.0,12
GRAMBRA,1478.0,5
KXVENICEFILMFESTIVALACTOR,1473.0,86
KXMOLDOVABEP,1472.0,5
KXLEADERNFLRYDS,1469.0,35
KXEOLAWFIRM,1464.0,1
KXEWCFREEFIRE,1461.0,18
KXTFP,1457.0,3
KXCRITICSLSERIESSUPACTR,1451.0,6
KXCAHOUSINGLAW,1451.0,1
KXTRANSFERCOUNTRM,1450.0,6
ANIMEBCS,1449.0,6
KXAAPLPRICEFOLD,1449.0,3
KXAZ01R,1437.0,8
KXTRUMPTESLA,1435.0,1
KXUSTAKEOVER,1433.0,1
KXMARRIAGEASAPRIHANNA,1423.0,1
KXRONENBAR,1422.0,1
KXSERIEATOP4,1419.0,20
KXNETWORTHROYLEE,1414.0,1
SENATECO,1413.0,4
KXSFSPELLINGBEE,1411.0,33
KXAMAFAA,1407.0,6
KXLEADERNFLPTDS,1406.0,15
HOUSECO3,1405.0,2
KXSZATAGMINAJ,1400.0,1
KXACQANNOUNCEMISTRAL,1395.0,4
KXMOSTSTREAMEDAMERICANHEART,1388.0,10
KXTOKENLAUNCHAXIOM,1387.0,1
HOUSECA21,1381.0,2
KXWNBAPORTNOY,1378.0,1
SCHLSF,1376.0,1
KXRNCCHAIR,1374.0,4
KXCEOYCOMB,1361.0,1
KXFOXONE,1361.0,6
KXPSCOMPATABILITY,1357.0,1
KXCHICOUTIMI,1353.0,6
KXMWMIAMI,1346.0,20
KXCOLONIZEMARS,1342.0,1
KXLEADERNFLSACKS,1341.0,15
KXCARDFEECHASESAPH,1331.0,1
HOUSEPA17,1328.0,2
KXENGAGEMENTTRUDEAUPERRY,1328.0,1
HOUSENY17,1319.0,2
KXVOTEGREER,1319.0,11
KXVOTEPERCENTNOLABOUR,1316.0,5
SENATENY,1314.0,2
KXGRAMBROP,1314.0,6
KXSNAPCUTS,1313.0,3
KXFESTIVALEVENTDNCMIDTERMS,1306.0,1
KXMWIMTHEPROBLEM,1304.0,12
EUCLIMATE,1301.0,1
KXIIHFCHAMP,1301.0,16
KXGOLIVEMRBEAST,1300.0,1
KXMWLEAVINSTHELEASTICOULDDO,1299.0,20
KXMWINTERLUDE,1297.0,20
KXMWCOMEBACKASAREDNECK,1296.0,21
KXNFLEXACTWINSDET,1293.0,18
KXSENATEMIR,1292.0,4
KX1SONGGUNNA,1291.0,1
EMERGENCYCOL,1287.0,1
KXGLOBAL200,1287.0,6
KXLEAVEWALTERS,1274.0,1
KXATLANTIC,1272.0,1
KXDEVASANTRIX,1272.0,1
KXREVSOL,1268.0,3
KXMTGISRAEL,1265.0,1
KXCO8D,1260.0,6
KXSENATERUN,1260.0,2
KXNBAFINALSVIEWER,1253.0,6
KXCANADABLOCK,1247.0,1
GOVPARTYAL,1247.0,2
KXMARSVRAIL,1246.0,1
KXLEAVEXAI,1237.0,12
KXLEBANONPARLI,1237.0,9
KXWIKIMEDIA,1234.0,1
KXSENATEMSR,1229.0,2
KXNYTVISITPALANTIR,1225.0,1
EMERGENCYWIL,1219.0,1
KXGRAMBDER,1219.0,6
KXNEWVIDEODOBRIK,1213.0,1
HOUSENY3,1211.0,2
KXAJTOSSEO,1210.0,1
KXSENPARL,1207.0,1
ANIMEBOA,1207.0,6
KXGREECEPARLI,1204.0,3
KXTOPALBUMBYJOEJONAS,1200.0,1
KXNFLEXACTWINSNO,1194.0,18
KXEUROZONE,1189.0,1
KXACMANFAOTY,1186.0,6
VANRATESC,1185.0,8
KXLEAVEOPENAI,1175.0,8
KXMCREVENGEOFTHESAVAGEPLANET,1166.0,6
KXCEOPFE,1163.0,1
KXTOPARTISTRUNNERUPUSA,1160.0,9
KXXAIGAME,1160.0,1
KXHICP,1159.0,10
KXIPOBREX,1158.0,22
KXGRAMBTPVA,1155.0,7
KXINDIAX,1152.0,1
KXSOLFLIPETH,1151.0,1
GOOGLESHARE,1144.0,1
KXNFLEXACTWINSTB,1142.0,18
KXUSALITHIUM,1140.0,1
KXDENMARKPARLI,1138.0,4
KXMI11D,1133.0,4
HOUSEIL17,1131.0,2
HOUSENH1,1127.0,2
HOUSEMI3,1126.0,2
HOUSECT5,1125.0,2
KXBUNDESLIGABTTS,1123.0,15
KXSPOTIFYSONGSLOST,1118.0,11
KXBLSCHIEF,1112.0,5
ANIMEBNS,1112.0,6
KXAZ5R,1109.0,3
KXSPOTIFYSONGSHAN,1107.0,11
KXSPOTIFYSONGSHALFTHEPLOT,1100.0,12
KXMWGENESIS,1100.0,22
SENATEAL,1094.0,6
KXFREESYRIA,1092.0,1
KXEWCMOBILELEGENDSBBWOMENS,1091.0,16
KXNFLEXACTWINSATL,1078.0,18
KXUSTESTSMATH,1078.0,3
KXSTARTNYJ,1077.0,4
KXISTANBULMAYORGUILTY,1071.0,1
KXMWDRINKINGTILITDOES,1069.0,20
KXCAPITALMOVESK,1065.0,1
KXNFLEXACTWINSPHI,1064.0,18
KXRANKLISTSUI,1057.0,1
GOVPARTYID,1050.0,2
KXCONGRESSTRADES,1049.0,10
KXXBANNEDGROK,1049.0,1
KXNYCBRONXPRES,1047.0,2
KXGOVFORMPL,1044.0,1
KXCANRESIGN,1041.0,1
KXNHLGOAL,1040.0,60
KXRWAMCAPAVAX,1038.0,10
KXARTISTCOLLABTATEMCRAETHAKIDLAROI,1037.0,1
ANIMEBA,1030.0,6
KXPATIENTSMONOPOLIES,1030.0,1
KXGRAMBMTA,1028.0,6
KXBECERRABRAIDWOOD,1028.0,1
KXAMAFLS,1021.0,6
KXPHILIPPINESPRES,1019.0,5
KXMWSCBROWNING,1013.0,26
KXREVIEWRELEASEMKBHDFRIEND,1005.0,1
KXF1CHINA,1004.0,1
KXSENATEMNR,1003.0,3
KXMWMISSING,1002.0,21
HOUSEFL13,995.0,2
KXCZECHTURNOUT,994.0,6
KXHOUSEWA8,990.0,2
KX1SONGTYLA,988.0,1
KXOSCARDEI,986.0,1
KXSPOTIFYAUSTRALIAD,977.0,452
KXAMAFRNBS,974.0,6
KXMWFALLINGAPART,972.0,27
KXSPOTIFYSONGSALLIWANTISYOU,969.0,12
KX1SONGMETROBOOMIN,963.0,1
GOVPARTYTN,963.0,2
TOPALBUMBYZEDD,959.0,2
KXMAYORFRAMINGHAMMA,955.0,1
KXRANKLISTBONK50,948.0,1
KXATTYGENAZ,946.0,2
KXTRUMPTBPN,941.0,1
KXTHEMAJORVIEWERS,939.0,1
KXTOPALBUMWIZKHALIFA,938.0,1
KXMWLIESLIESLIES,936.0,13
ALTMAN,935.0,1
KXCOMPANYBOARDOPENDOOR,935.0,1
KXMARRIAGEBELICHICKHUDSON,933.0,1
USDJPYMIN,932.0,7
KXNORWAYCON,932.0,5
KXHOUSEUT01,931.0,2
KXCEOAMAZON,929.0,1
KXGRAMBDEA,927.0,6
KXMWIFYOUWEREMINE,925.0,21
KXNFLEXACTWINSLV,924.0,18
KXMEDIACOVERSI,924.0,23
KXCASECESSION,920.0,1
KXTOPALBUMBYERICCHURCH,915.0,1
TOPALBUMBYBEY,912.0,1
KXNATFRIEDMANMETA,910.0,1
KXGRAMMYCOUNTSAB,902.0,7
KXSWEDENPARLI,900.0,5
SENATEOR,897.0,4
EMERGENCYJAC,897.0,1
KXGRAMMYNOMCOUNTJB,897.0,4
KXMORESTREAMSPUSHAT,894.0,2
KXFDATYPE1DIABETES,893.0,1
KXUNDOTARIFFCOUNT,891.0,15
KXIPOBEASTINDUSTRIES,886.0,22
KXMWEYESARECLOSED,884.0,32
KXDWTSMENTION,882.0,10
KXAMESOHIO,873.0,1
KXSENATEKYD,872.0,5
KXFDVSTABLE,872.0,6
KXMIRAGE,869.0,16
KXNORWAYFOURTH,868.0,5
EMERGENCYPHIL,867.0,1
KXHOUSENC11,864.0,2
KXIPORAMP,861.0,22
KXMWNUMBERTHREENUMBERSEVEN,860.0,21
ANIMEBF,857.0,6
KXEWCEASPORTSFC,848.0,32
KXCENAMENTION,846.0,12
KXMWWORKINGMANSONG,843.0,20
KXSTRMBMS,838.0,6
KXRTANACONDA,838.0,4
KXGASOSR,833.0,4
KXBUSHBY,832.0,1
KXAMAFCA,831.0,6
KXEIP3540,828.0,1
KXSPOTIFYSONGSONEHEARTONEVOICE,826.0,26
KXNEWROLEFAZE,824.0,12
HOUSENJ5,823.0,2
KXNORWAYSECOND,820.0,3
KXUEL16ROMFCP,818.0,2
KXLEADERNFLRUSHTDS,814.0,26
KXNYCCOUNCIL1,806.0,4
KXSHOWENDFAMILYGUY,802.0,1
KXVOTEPERCENTNOLIB,800.0,1
KXMWSUPERMAN,799.0,27
KXNEWROLECEOAPPLE,797.0,5
HURCAL,797.0,8
KXFTCNEXT,789.0,5
KXMRBEAST50M,784.0,1
KXTX21R,783.0,2
KXARRESTNEWSOM,782.0,1
KXUEL16RSOFCM,779.0,2
KXTOPALBUMSTRAYKIDS,779.0,1
KXBANXUK,777.0,1
KXCAPCONTROL,777.0,1
KXSHOWENDSIMPSONS,774.0,1
KXTOPALBUMBYPINKPANTHERESS,773.0,1
KXTESLACAR,772.0,1
KXADMINCMS,769.0,5
KXGRAMBAC,760.0,6
KXFDVOPENSEA,758.0,6
ANIMEBMC,754.0,6
KXAMAFLDOG,752.0,6
KXNEWCENSUS,751.0,1
KXJOINNEYMARMIAMI,749.0,1
HOUSEMI4,744.0,2
KXFL6MOVSMALL,738.0,6
KXTOPBUSINESS,737.0,10
SENATESD,734.0,4
KXACKMANMAYOR,731.0,1
KXSECSTATEWI,727.0,2
KXJACKBOYS2,725.0,1
KXUCLBOTTOM,723.0,36
KXNFLEXACTWINSCAR,722.0,18
KXSENATEORD,719.0,2
KXME02D,718.0,2
KXKILLTONYGUEST,714.0,1
KXNORWAYLABOUR,714.0,5
SENATEAR,713.0,4
KXFDVRAINBOW,708.0,6
KXKLARSTRIP,707.0,2
KXNORWAYPF,704.0,1
KXACTORELONMUSK,704.0,2
HOUSENY22,703.0,2
KXNYCCOUNCIL17,694.0,5
KXTETHERPAUSE,693.0,1
KXNY17D,689.0,8
KXEIP7503,684.0,1
KXNETFLIXMOVIERANKD,682.0,5
NFPDELAY,681.0,3
KXAMAFFRNBA,680.0,6
KXNFLEXACTWINSARI,677.0,18
KXPUBLICTRUDEAUPERRY,670.0,1
GOVPARTYMS,658.0,4
KXNEWPRODUCTFALLOUT3REM,652.0,1
KXGRAMBMF,650.0,6
KXCABILLIONAIRETAX,650.0,1
KXEWCRENNSPORT,649.0,9
KXAMAFHHS,648.0,6
KXTOPALBUMRUNNERUPUSA,642.0,9
KXLEADERNFLRTDS,641.0,35
HOUSEVA2,639.0,2
KXCHAMBERLAINCAFE,639.0,10
KXGLASTONMYSTERY,634.0,11
KXMWTHEDEALER,632.0,20
KXHELLCAT,630.0,1
HOUSENY18,625.0,2
KXTXRSEN3RD,625.0,3
EMERGENCYLOU,624.0,1
KXLEAVEJONYIVEOAI,624.0,1
KXNHLRICHARD,623.0,25
KXNFLEXACTWINSTEN,622.0,18
KXTOPALBUMRECORDPLAY,622.0,5
KXGRAMBAA,621.0,6
KXMWDARKTILDAYLIGHT,617.0,25
BAFTASUPACTO,616.0,6
KXLEADERNFLPYDS,615.0,15
KXDCDELD,614.0,10
KXTVSEASONRELEASEOUTBANKS,614.0,3
KXMWIGOTBETTER,612.0,30
KXGRAMBTCA,608.0,6
KXCHILEANRUNOFF,604.0,8
KXSPOTIFYBRAZILD,604.0,450
KXVOTEPERCENTNOFRP,602.0,1
KXFL6R,600.0,3
KXIPOFANNIE,600.0,21
KXGRAMBAMP,597.0,6
KXRELOCATENYCFL,596.0,5
KXAMAFLA,594.0,6
GOVPARTYLA,594.0,4
KXATTYGENAR,593.0,2
KXNFLEXACTWINSCLE,593.0,18
KXRELOCATEUNITED,590.0,1
KXMUSKX,587.0,1
KXLUMIERE,581.0,1
KXSNAPELECTIONBAHA,580.0,1
WHEAT,577.0,1
AAAGASMAXTX,577.0,4
EMERGENCYSTL,577.0,1
KXTOPSONGTHIRD,575.0,12
GOVPARTYNE,575.0,2
COYOTEACME,574.0,1
KXCROSSFIRE,570.0,16
KXCONGESTIONSUIT,567.0,1
KXFRPMLEAVE,565.0,1
KXNEWOUTBREAKPHEICCHIK,564.0,1
KXUCLFINALIST,563.0,36
KXCZECHCOALITION,560.0,8
GOVPARTYSC,560.0,2
KXFDVHYPERSWAP,559.0,6
KXENGAGEMENTREECECARTER,559.0,1
KXYUKON,559.0,3
KXTOP10SABRINAC,557.0,1
KX1SONGPINKPANTHERESS,556.0,1
KXPRESTAIWAN,556.0,3
GOVPARTYMD,556.0,2
KXHOUSETX9,555.0,2
KXFL6D,552.0,2
KXERUPTKILUAEA,550.0,5
KXGREECEPRES,550.0,3
KXGRAMBSSFVMIFAT,546.0,6
KXNYCSNOWM,539.0,7
EMERGENCYDES,538.0,1
KXCALCOLLEGEFUNDPULL,534.0,1
KXGRAMMYCOUNTBAD,533.0,7
KXROLEATGRAMMYS,532.0,10
KXGRAMBCCA,528.0,6
KXRAMPBREX,527.0,2
KXGRAMBROS,523.0,6
KXSCOTUSCERTFLAG,521.0,1
KXNDPLEADER,518.0,6
KXRELEASEKHAN,516.0,1
KXMANCHINRUN,512.0,1
KXMWIAINTCOMINBACK,509.0,15
HURCHARL,508.0,5
KXAMAFRS,508.0,6
KXCOLOMBIASENATE,505.0,2
EMERGENCYMIA,504.0,1
KXTOPALBUMKALIUCHIS,502.0,1
KXJONYIVEMETA,492.0,1
KXINDJUDICIARY,489.0,1
KXWINSTREAKHOUMLB10,483.0,1
KXVOTEPERCENTCZECHSPOLU,482.0,7
KXSENATEARD,477.0,2
KXTOKENLAUNCHUNIT,475.0,1
KXTOPALBUMBYBRUCESPRINGSTEEN,471.0,1
KXLOSEREELECTIONGOV,471.0,6
KXWITKOFFVISITQATAR,470.0,1
KXFL1D,469.0,2
KXHABEAS,469.0,1
KXSCOTUSAICOPYRIGHT,464.0,1
GOVPARTYIL,464.0,2
KXMWDONTWE,463.0,21
KXTOPSONGRUNNERUPUSA,463.0,14
KXGODOFWARXBOX,457.0,1
KXCANADACUP,455.0,1
KXGOVNVNOMD,453.0,2
KXLIGUE1BTTS,449.0,13
KXELECTION24RCP,449.0,4
KXAINEURALESE,447.0,1
KXSPOTIFYCOSTARICAD,447.0,450
KXEWCFATALFURY,443.0,16
KXENGAGEMENTDARTBEER,441.0,1
KXINJLAW,437.0,1
KXATTYGENOH,436.0,2
KXBTCMAX100,434.0,1
KXSECSTATEGA,434.0,2
KXGRAMBCDGP,430.0,6
EMERGENCYNOLA,428.0,2
KXMWKISSHERINFRNTOFU,426.0,23
SENATEMA,421.0,2
EMERGENCYHOU,420.0,1
KXPRICEINCREASESPOTIFYDUO,416.0,1
KXAILIMITSUSCHINA,414.0,1
KX1SONGSOMBR,413.0,1
KXGATEBILL,410.0,1
KXBERNIERSEAT,409.0,1
HOUSELENGTH,409.0,2
KXAUSSEATALBANESE,408.0,1
KXPRICEINCREASEAPPLEMUSIC,408.0,1
KXACQUIRELADSKENES,407.0,1
KXNETFLIXSHOWRANKD,403.0,5
KXMWKICKMYSELF,401.0,26
KXVOTEPERCENTNOMDG,400.0,1
KXFL1MOVSMALL,400.0,6
KXBANTRANS,397.0,1
KXLIBERALPOLL,395.0,3
KXCRIMECAB,389.0,1
KXSPOTIFYSONGCITYMIAMIW,389.0,45
KXRIPPLINGDEEL,388.0,1
KXSECSTATEAZ,388.0,2
KXATTYGENNE,387.0,2
KXJOINMETA,380.0,8
KX1SONGBLAKESHELTON,380.0,1
KXTHUNBERGVISITCA,379.0,1
KXOMARCOUNTAIPAC,378.0,1
KXGRAMBRNBA,376.0,6
KXGOVNMNOMR,374.0,11
KXXISUCCESSOR,369.0,14
KXEUROVISIONTELE,367.0,26
KXAAPLRING,367.0,1
KXGRAMMYCOUNTLAD,364.0,8
KXMWTN,364.0,26
HURMYR,361.0,5
KXFIFAUSPULLGAME,360.0,1
KXMINAJTAGSZA,355.0,1
KXRANKLISTDJMAGTOP10,355.0,51
KXPUBLICINT,353.0,1
KXGRAMBAIAV,352.0,6
KXNBAATTEND,349.0,17
ACMASINGOTY,347.0,5
KXTOPARTISTTHIRDUSA,346.0,9
KXFL19R,346.0,5
KXBANXGER,343.0,1
KXSPOTIFYCANADAD,343.0,453
KXATTYGENTX,341.0,2
KXBLANCHETSEAT,339.0,1
KXOAIMSFT,339.0,1
KX1SONGKESHA,338.0,1
KXGRAMBMV,337.0,6
KXNINTENDOZELDA,336.0,1
KXGOVWYNOMR,335.0,2
KXTOPALBUMBTS,333.0,1
KXSENATECOD,331.0,3
KXTOPALBUMTHIRDUSA,328.0,9
KXLEONARDODICAPRIO,325.0,1
KXELECTRICM3,322.0,1
KXMCFBCFIREBREAK,319.0,6
ACMAAOTY,319.0,5
KXGRAMBSSFVGAOIM,317.0,6
KXNEXTCOINBI,314.0,8
KXUCL16PSGSTB,312.0,2
KXIPOWHOOP,311.0,9
KXTOPSONGSKUSUGARHONEYLOVE,311.0,12
KXVOTEPERCENTPIRATES,305.0,1
KXNEWOUTBREAKPCHIK,304.0,1
KX1SONGKALIUCHIS,303.0,1
KXIPOGLEAN,301.0,22
KXSPOTIFYUKD,299.0,451
KXPARLIAMENTARIANBYRD,298.0,4
KXEIP3074,296.0,1
KXGOVCANOMR,295.0,10
KXCEOCLUELY,295.0,1
KXTOPALBUMBYRODDYRICCH,293.0,1
KXJDGREENLAND,293.0,1
KXDOTA2,288.0,12
KXLEAVECINCPOLICE,286.0,1
KXCANSAFETY,286.0,1
KXSANCTIONRUSSIA,285.0,1
KXGRAMBRRMA,284.0,6
KXALIENACT,282.0,1
KXDEDUCT,280.0,4
KXFREESCORESYRIA,278.0,6
KXNE2R,278.0,3
SENATEIL,277.0,4
KXGOVAPPTCOUNT,272.0,4
KXGRAMBARS,271.0,6
KXFDVAVAXSOL,264.0,3
HOUSEPA1,262.0,2
KXMIASNOWM,261.0,3
KXLOCATIONOPENERICEMANUEL,260.0,9
KXTWITCHSUBSK4PACK,260.0,1
KXLEAVEANTHROPIC,256.0,8
KXATTYGENSC,255.0,2
KXATTYGENIL,255.0,2
GOVPARTYSD,255.0,2
KXUT1D,254.0,9
